N Proj,Promotor,Designacao,Instrumento,Aviso,Aut Gestao,Org Intermedio,Concelho,Regiao,Sector,CAE (Rev3),Estrategia de Eficiencia Colectiva,Data de Aprovacao,Investimento Elegivel,Incentivo,N Contribuinte do Promotor
23143,CINCA,THERMOCER - PAVIMENTOS CERaMICOS COM MATERIAIS COM MUDANcA DE FASE PARA MELHORIA DA EFICIeNCIA ENERGeTICA EM EDIFiCIOS,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Multi-Regioes,Industria,"23312 - Fabricacao de ladrilhos, mosaicos e placas de ceramica",Cluster Habitat Sustentavel,04-Abr-12,288256,187201,500064040
23147,"MOLIPOREX MOLDES PORTUGUESES IMPORTAcaO EXPORTAcaO, SA",BIOMAS II - BIO ADDITIVE MANUFACTURING & ENGINEERING OF HETEROGENEOUS 3D STRUCTURES,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Centro,Industria,25734 - Fabricacao de moldes metalicos,PCT Engineering & Tooling,04-Abr-12,800681,523979,501654984
23130,"PRIMOR CHARCUTARIA - PRIMA, SA","PRIMOR_AP - NOVOS PRODUTOS DE CHARCUTARIA COM PRAZO DE VALIDADE ALARGADO E MAIS SAUDaVEIS, RECORRENDO a TECNOLOGIA DE ALTAS PRESSoES (AP)",I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Multi-Regioes,Industria,10130 - Fabricacao de produtos a base de carne,PCT Agro-industrial,04-Abr-12,557134,347776,501276211
23026,"SINFIC - SISTEMAS DE INFORMAcaO INDUSTRIAIS E CONSULTADORIA, SA",SONAR - SISTEMA ELECTRoNICO DE MONITORIZAcaO E ACOMPANHAMENTO DE DOENTES CRoNICOS,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Centro,Servicos,62010 - Actividades de programacao informatica,PCT da Saude,04-Abr-12,628932,416048,502408260
23006,"SONAE - INDuSTRIA DE REVESTIMENTOS, SA",2GLAM - DESENVOLVIMENTO DE LAMINADOS DE SEGUNDA GERAcaO,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Multi-Regioes,Industria,17120 - Fabricacao de papel e de cartao (excepto canelado),PCT das Industrias de Base Florestal,04-Abr-12,1153172,805133,501645900
23032,"SODeCIA - CENTRO TECNOLoGICO, SA",CCB 360 - CROSS-BAR BEAM 360,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Norte,Servicos,"82990 - Outras actividades de servicos de apoio prestados as empresas, ne",PCT das Industrias da Mobilidade,04-Abr-12,729543,383255,507219350
23043,"AMORIM & IRMaOS, SA",GLUECORK - ROLHAS TeCNICAS DE CORTIcA DE ORIGEM 100% NATURAL,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Multi-Regioes,Industria,16294 - Fabricacao de rolhas de cortica,PCT das Industrias de Base Florestal,04-Abr-12,604585,399216,500311390
22997,"DISPLAX, SA",RECARDI - REDE DE CULTURA E ARTE DIGITAL,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Multi-Regioes,Servicos,62020 - Actividades de consultoria em informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",04-Abr-12,757994,554716,505046857
22800,"OLIVEIRA & IRMaO, SA",DOSING,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO FC,AdI,Multi-Concelhos,Centro,Industria,22230 - Fabricacao de artigos de plastico para a construcao,,04-Abr-12,465006,172007,500578737
17275,"PEDRAMOCA - SOC EXTRACTIVA DE PEDRA, LDA",INOVAcaO E REFORcO DA COMPETITIVIDADE DA EMPRESA POR VIA DO UP-GRADE DE COMPETeNCIAS TeCNICAS ENDoGENAS E ENGENHARIA DE PRODUTOS E PROCESSOS COM VISTA AO REFORcO DA SUA PRESENcA NO MERCADO EXTERNO,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO FC,IAPMEI,Multi-Concelhos,Multi-Regioes,Industria,08111 - Extraccao de marmore e outras rochas carbonatadas,Cluster da Pedra Natural,03-Abr-12,3115776,2005856,501301380
17686,"BOBIMADE - INDuSTRIA DE BOBINAS, SA",NOVO PROCESSO PRODUTIVO PARA FABRICAcaO EM LINHA DE BOBINES ATe 3 METROS DE DIaMETRO,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO FC,AICEP,Povoa de Varzim,Norte,Industria,16240 - Fabricacao de embalagens de madeira,PCT das Industrias de Base Florestal,27-Fev-12,571016,314059,503816361
17480,"MARQUES MAcARICO - BEACH HOTEL, LDA",HOTEL MAcARICO,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Centro,TP,Mira,Centro,Turismo,55111 - Hoteis com restaurante,PCT do Turismo,22-Fev-12,2625620,1948378,509661408
23000,"SPAROS, LDA",ZEBRAFEEDS - DIETAS PARA PEIXE-ZEBRA: APLICAcoES NO SECTOR FARMACeUTICO E DA BIOMEDICINA,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Algarve,AdI,Faro,Algarve,Servicos,72190 - Outra investigacao e desenvolvimento das ciencias fisicas e naturais,,17-Fev-12,475430,361118,508447402
23119,"INESTING - MARKETING TECNOLoGICO, SA",FOOTDATA - FOOTDATA - SISTEMA INTEGRADO DE GESTaO DE INFORMAcaO PARA O FUTEBOL,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Algarve,AdI,Faro,Algarve,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,17-Fev-12,539647,396158,504924907
23148,"QUANTIFIC - INSTRUMENTAcaO CIENTiFICA, LDA",TRANSFIBRA - DESENVOLVIMENTO DE UM NOVO SENSOR DE TURVAcaO BASEADO EM TECNOLOGIA DE FIBRA oPTICA,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Centro,AdI,Multi-Concelhos,Centro,Servicos,71120 - Actividades de engenharia e tecnicas afins,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",16-Fev-12,323195,239861,504185179
23083,"FEEDZAI - CONSULTADORIA E INOVAcaO TECNOLoGICA, SA",RENEWZAI - INTELIGeNCIA DE NEGoCIO EM TEMPO REAL APLICADA a INDuSTRIA DAS ENERGIAS RENOVaVEIS,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Centro,AdI,Coimbra,Centro,Servicos,62010 - Actividades de programacao informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",16-Fev-12,558982,377074,508771862
23205,"MECALBI - ENGINEERING SOLUTIONS, LDA",GREEN-T - GREEN TERMINALS FOR NEXT GENERATION WIRELESS SYSTEMS,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Centro,AdI,Multi-Concelhos,Centro,Servicos,72190 - Outra investigacao e desenvolvimento das ciencias fisicas e naturais,,16-Fev-12,393478,247483,507676777
23282,"PLUSROOTONE, SERVIcOS E PROJECTOS, LDA",THERAPY FOR ALL - PDAH - DESENVOLVIMENTO DE UMA PLATAFORMA DE TERAPIA a DISTaNCIA PARA CRIANcAS COM PERTURBAcaO DO DeFICE DE ATENcaO E HIPERACTIVIDADE,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Centro,AdI,Leiria,Centro,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,16-Fev-12,73369,53479,510018831
22996,"RAUL PATROCiNIO DUARTE, SA",INOAGRI - INOVAcaO TECNOLOGICA EM PLANTAS HORTiCOLAS PROTEGIDAS,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Centro,AdI,Torres Vedras,Centro,Comercio,"46110 - Agentes do comercio por grosso de materias-primas agricolas e texteis, animais vivos e produtos semi-acabados",,16-Fev-12,411340,220426,502268433
22969,"RETMARKER, SA",RDSS - RETINAL DISEASE SCREENING SYSTEM,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Centro,AdI,Coimbra,Centro,Servicos,58290 - Edicao de outros programas informaticos,PCT da Saude,16-Fev-12,444465,333736,508805759
23007,"CIENGIS - SISTEMAS DE CONTROLO AVANcADO , SA",NAMPI - NOVAS APLICAcoES DE MONITORIZAcaO DE PROCESSOS INDUSTRIAIS,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Centro,AdI,Coimbra,Centro,Servicos,71120 - Actividades de engenharia e tecnicas afins,,16-Fev-12,295636,209642,507579321
23027,"WW - CONSULTORES DE HIDRaULICA E OBRAS MARiTIMAS, SA",AREDIS - ADAPTAcoES PARA REFORcAR A ESTABILIDADE DE QUEBRA-MARES EM TERRENOS LODOSOS,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Lisboa,AdI,Multi-Concelhos,Lisboa,Servicos,71120 - Actividades de engenharia e tecnicas afins,,09-Fev-12,175496,115084,501208275
23053,"SIEMENS, SA",SI-GEA - SI-GEA - SISTEMA INTELIGENTE DE APOIO a GESTaO AVANcADA DE SISTEMAS URBANOS DE aGUAS RESIDUAIS,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Lisboa,AdI,Multi-Concelhos,Lisboa,Industria,"27110 - Fabricacao de motores, geradores e transformadores electricos",,09-Fev-12,420705,262377,500247480
23242,"FISIPE - FIBRAS SINTeTICAS DE PORTUGAL, SA",MOBICOMPOSITE - DESENVOLVIMENTO DE COMPoSITOS DE FIBRAS DE CARBONO PARA APLICAcoES NA INDuSTRIA AUTOMoVEL,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Lisboa,AdI,Multi-Concelhos,Lisboa,Industria,20600 - Fabricacao de fibras sinteticas ou artificiais,,09-Fev-12,627196,410776,500116822
23133,"QUIDGEST - CONSULTORES DE GESTaO, SA",QSEARCH - ORGANIZAcaO AUTOMaTICA DE INFORMAcaO E INTERFACES ORIENTADOS a PESQUISA,I&DT Empresas/Projectos em Co-promocao,13/SI/2011,PO Lisboa,AdI,Multi-Concelhos,Lisboa,Servicos,62010 - Actividades de programacao informatica,,09-Fev-12,322737,201797,501989978
22932,"MANUFACTURAS SANTOS, SA","HeLIO - DESENVOLVIMENTO DE UMA CALDEIRA A PELLETS DE MADEIRA, DEDICADA AO AQUECIMENTO DOMeSTICO",I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,agueda,Centro,Industria,"25720 - Fabricacao de fechaduras, dobradicas e de outras ferragens",,24-Jan-12,278498,111481,500181535
22945,"ARSOPI, SA",SPECIALWELD - SOLDADURA DE METAIS ALTAMENTE RESISTENTES a CORROSaO EM CONDIcoES EXTREMAS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Vale de Cambra,Norte,Industria,"28992 - Fabricacao de outras maquinas diversas para uso especifico, ne",PCT das Tecnologias de Producao,24-Jan-12,370428,221998,500031061
22952,LINK CONSULTING - TECNOLOGIAS DE INFORMAcaO SA,SIPTEST - SYSTEM INTELLIGENT PROCESS TESTING,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Porto,Norte,Servicos,62020 - Actividades de consultoria em informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",24-Jan-12,504103,277206,504551221
22956,"MEGATRoNICA II, LDA",WORLD WAREHOUSE - WORLD WAREHOUSE - SISTEMA DE MONITORIZAcaO DE ARMAZeM,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Braga,Norte,Servicos,62010 - Actividades de programacao informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",24-Jan-12,435029,296575,509641822
22786,ZOLLERN & COMANDITA,AEROVAC - DESENVOLVIMENTO DO PROCESSO DE FUNDIcaO DE ESCUDOS TeRMICOS EM SUPERLIGAS DE NiQUEL PARA TURBO REACTORES,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Maia,Norte,Industria,24540 - Fundicao de outros metais nao ferrosos,,24-Jan-12,858747,473595,502511281
22803,"TECHNOLOGY - PRIMAVERA SOFTWARE FACTORY, UNIPESSOAL, LDA",PRIMAVERA NEXUS TECHNOLOGY - DESENVOLVIMENTO DE NOVA FRAMEWORK PARA DESENVOLVIMENTO E SUPORTE DE PRODUTOS COM HETEROGENEIDADE TECNOLoGICA,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Braga,Norte,Servicos,58290 - Edicao de outros programas informaticos,,24-Jan-12,283846,172992,508857708
22807,"PRIMAVERA - BUSINESS SOFTWARE SOLUTIONS, SA",HELIOS - DESENVOLVIMENTO DE SOFTWARE DE GESTaO EMPRESARIAL PARA MICRO E PEQUENAS EMPRESAS PARA CLOUD COM TECNOLOGIA ATHENA,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Braga,Norte,Servicos,58290 - Edicao de outros programas informaticos,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",24-Jan-12,625381,361799,503140600
22853,"RENOVA - FaBRICA DE PAPEL DO ALMONDA, SA",RENOVA PRINTING - SISTEMA INOVADOR DE IMPRESSaO DIGITAL PRINTING ON DEMAND APLICaVEL AO SECTOR PAPEL TISSUE,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Torres Novas,Centro,Industria,17220 - Fabricacao de artigos de papel para uso domestico e sanitario,PCT das Industrias de Base Florestal,24-Jan-12,263893,89818,500348723
22835,"WEGEURO - INDuSTRIA ELeCTRICA, SA","W22X +PLUS - DESENVOLVIMENTO DA LINA DE MOTORES DE INDUcaO TRIFaSICOS ANTIDEFLAGRANTES PARA ZONAS EXPLOSIVAS PARA MOTORES COM ALTURAS DE EIXO 560, 630 E 710 EM TECNOLOGIA TUBULAR",I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Maia,Norte,Industria,"27110 - Fabricacao de motores, geradores e transformadores electricos",,24-Jan-12,356043,90983,506177521
22840,"SINFIC - SISTEMAS DE INFORMAcaO INDUSTRIAIS E CONSULTADORIA, SA",PEGSS - PLATAFORMA ELECTRoNICA DE GESTaO DE SERVIcOS SAuDE,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Marinha Grande,Centro,Servicos,62010 - Actividades de programacao informatica,PCT da Saude,24-Jan-12,576418,268709,502408260
22842,"BETECHIN, LDA",INFOODSAFE - INFOODSAFE - RELIABLE ON TIME FOOD SAFETY INFORMATION,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Tondela,Centro,Servicos,72190 - Outra investigacao e desenvolvimento das ciencias fisicas e naturais,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",24-Jan-12,306761,106374,509754104
22862,"GLINTT INOV, SA","POSEIDON ? MARITIME INNOVATION SYSTEM - SISTEMA INTEGRADO DE GESTaO DE RISCO, MONITORIZAcaO DE IMPACTO AMBIENTAL E CONTROLO DA SEGURANcA DE NAVIOS MERCANTES",I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Porto,Norte,Servicos,62010 - Actividades de programacao informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",24-Jan-12,1150825,642616,509998895
22889,ERT TeXTIL PORTUGAL SA,LAMITECH - TeXTEIS TeCNICOS LAMINADOS MULTIFUNCIONAIS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Sao Joao da Madeira,Norte,Industria,"13993 - Fabricacao de outros texteis diversos, ne",,24-Jan-12,464107,263075,509270573
22896,"HPS HIGH PERFORMANCE STRUCTURES GESTaO E ENGENHARIA, LDA",HIT- HIGH TEMPERATURE THERMAL INSULATION - DESENVOLVIMENTO DE UM SISTEMA DE PROTECcaO TeRMICA DE ALTA TEMPERATURA,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Porto,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,,24-Jan-12,194251,93886,508023289
22899,"CORTADORIA NACIONAL DE PeLO, SA",INOFURFELT - DESENVOLVIMENTO DE PROCESSOS INOVADORES NO PROCESSAMENTO DE PeLO ANIMAL,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Sao Joao da Madeira,Norte,Industria,"13993 - Fabricacao de outros texteis diversos, ne",PCT da Moda,24-Jan-12,344570,253373,505230887
22910,"EFACEC ENERGIA - MaQUINAS E EQUIPAMENTOS ELeCTRICOS, SA",SEIS - GREENFIX,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Matosinhos,Norte,Industria,"27110 - Fabricacao de motores, geradores e transformadores electricos",,24-Jan-12,822158,311489,504040847
22913,"CAETANOBUS - FABRICAcaO DE CARROcARIAS, SA",NCS - UAM - NEW CHASSIS SOLUTIONS FOR URBAN AND AIRPORT MOBILITY,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Vila Nova de Gaia,Norte,Industria,29100 - Fabricacao de veiculos automoveis,PCT das Industrias da Mobilidade,24-Jan-12,214065,81387,505675498
22915,RENAULT CACIA SA,BOCV - NOVAS BOMBAS DE oLEO DE CILINDRADA VARIaVEL (BOCV) COM NOVO COMANDO DA VARIAcaO DA CILINDRADA,I&DT Empresas/Projectos Individuais,12/SI/2011,PO FC,IAPMEI,Aveiro,Centro,Industria,29320 - Fabricacao de outros componentes e acessorios para veiculos automoveis,,24-Jan-12,320357,149980,504463969
18763,"SOLADRILHO - SOC CERaMICA DE LADRILHOS, SA",AMBISOL,SI Qualificacao PME/Vale Inovacao,02/SI/2011,PO FC,IAPMEI,Entroncamento,Centro,Industria,"23312 - Fabricacao de ladrilhos, mosaicos e placas de ceramica",,24-Jan-12,30000,22500,501139435
17594,"MAXITUR - EMPREENDIMENTOS TURiSTICOS, LDA",MERCURE BRAGA CENTRO,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO FC,TP,Braga,Norte,Turismo,55111 - Hoteis com restaurante,PCT do Turismo,05-Jan-12,5175083,3363804,501651152
22839,"CNOTINFOR - CENTRO DE NOVAS TECNOLOGIAS DA INFORMAcaO, LDA","TOP QX - TODOS PODEM APRENDER A QUALQUER HORA, EM QUALQUER LUGAR",I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Coimbra,Centro,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,02-Jan-12,320289,256037,502097388
22886,"SOFTKOM 2, LDA",SIGER - SISTEMA INTEGRADO DE GESTaO E EXPLORAcaO PARA A RESTAURAcaO,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Leiria,Centro,Servicos,62010 - Actividades de programacao informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",02-Jan-12,168955,99401,509984916
22879,"BLUETREND TECHNOLOGIES, LDA",WAW - WALLETANYWHERE,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Coimbra,Centro,Servicos,62010 - Actividades de programacao informatica,,02-Jan-12,324294,220465,509999328
22877,"CURTUMES FABRiCIO, LDA",CONFORLEATHER - DESENVOLVIMENTO DE ARTIGOS FUNCIONAIS DE ELEVADO CONFORTO PARA APLICAcoES MEDICINAIS E OUTRAS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Seia,Centro,Industria,15111 - Curtimenta e acabamento de peles sem pelo,PCT da Moda,02-Jan-12,125769,79592,500640378
22856,"PROJECT BOX, LDA",3D SCAN - SCANNER E SOFWARE 3D SCAN,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Viseu,Centro,Servicos,62010 - Actividades de programacao informatica,,02-Jan-12,139204,85428,509845800
22846,"YUCCA, LDA",BCG - BLACK CAT GAMING,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Leiria,Centro,Servicos,62010 - Actividades de programacao informatica,,02-Jan-12,522230,384250,509980791
22785,"MAGNUM CAP, ELECTRICAL POWER STORAGE, LDA",NPCS - NEW PARK CHARGE SOLUTIONS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Aveiro,Centro,Industria,27122 - Fabricacao de material de distribuicao e controlo para instalacoes electricas de baixa tensao,PCT das Industrias da Mobilidade,02-Jan-12,492369,166348,509268587
22802,"DRI - CONSULTORIA INFORMaTICA, LDA","APOLLO - PLATAFORMA PARA GESTaO, CONTROLO E APOIO AO DESENVOLVIMENTO DE PROJECTOS EM REGIME NEARSHORING",I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Arruda dos Vinhos,Centro,Servicos,62020 - Actividades de consultoria em informatica,,02-Jan-12,557170,352211,504519573
22958,"UBIWHERE, LDA",COOLLAB - COLLABORATIVE AND INTERACTIVE SOLUTIONS FOR BUSINESS PURPOSES,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Aveiro,Centro,Servicos,62010 - Actividades de programacao informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",02-Jan-12,671980,476251,508245567
22959,"LASERLEAP TECHNOLOGIES, SA",LASERLEAP - DESENVOLVIMENTO DE DISPOSITIVO MeDICO BASEADO EM TECNOLOGIA LASER NaO INVASIVA PARA A ADMINISTRAcaO TRANSDeRMICA DE FaRMACOS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Coimbra,Centro,Servicos,72190 - Outra investigacao e desenvolvimento das ciencias fisicas e naturais,PCT da Saude,02-Jan-12,102709,66801,509992544
22908,"REDERIA - INNOVATION, SA",MULTIROUTER REDERIA - MULTIROUTER REDERIA - DESENVOLVIMENTO DE UM EQUIPAMENTO DE COMUNICAcoES IP AGREGADOR DE TRaFEGO,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Vagos,Centro,Comercio,"46520 - Comercio por grosso de equipamentos electronicos, de telecomunicacoes e suas partes",,02-Jan-12,159069,101231,503439673
22935,"MAGICKEY, LDA",MAGICKEY - MOBILIDADE E ACESSO PARA TODOS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Guarda,Centro,Servicos,62010 - Actividades de programacao informatica,,02-Jan-12,84128,41841,509943829
22936,"FREEDOM TO ENJOY, LDA",ZORA HEALTHCARE - CADEIRA ERGODINaMICA PARA ALiVIO DA DOR,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Centro,IAPMEI,Marinha Grande,Centro,Industria,31093 - Fabricacao de mobiliario de outros materiais para outros fins,,02-Jan-12,372144,176680,508828783
17282,BIAL-PORTELA & C SA,AP - INVESTIGAcaO DE NOVO ANTI-PARKINSONIANO,I&DT Empresas/Projectos Individuais/Regime Especial,,PO FC,AICEP,Trofa,Norte,Industria,21201 - Fabricacao de medicamentos,,30-Dez-11,32466438,8276055,500220913
17284,BIAL-PORTELA & C SA,NIAE - INVESTIGAcaO DE NOVAS INDICAcoES PARA O ACETATO DE ESLICARBAZEPINA,I&DT Empresas/Projectos Individuais/Regime Especial,,PO FC,AICEP,Trofa,Norte,Industria,21201 - Fabricacao de medicamentos,,30-Dez-11,33764426,8298369,500220913
22937,SOFTWARE NEWHOTEL SA,"WEB3HOTEL - SISTEMA INTEGRADO ALL-IN-ONE DE PROPERTY MANAGEMENT SYSTEM PARA HOTeIS, COM OPTIMIZAcaO DA DISTRIBUIcaO E MARKETING INTERNET, ORIENTADO P/ WEB 30",I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,58290 - Edicao de outros programas informaticos,,29-Dez-11,174178,106011,501533869
22939,"TEIXEIRA DUARTE, SGPS",EPICIDADE - DESENVOLVIMENTO DE MeTODOS DE REFORcO E DE ANaLISE DINaMICA EXPERIMENTAL DE EDIFiCIOS DE ALVENARIA,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Oeiras,Lisboa,Construcao,"42990 - Construcao de outras obras de engenharia civil, ne",,29-Dez-11,427648,277530,500097488
22953,"ALTICE LABS, SA",SIG-DC - SISTEMA INTEGRADO DE GESTaO DA DOENcA CRoNICA,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Oeiras,Lisboa,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,29-Dez-11,508794,193337,504705610
22948,"BITHIUM, SA",AMaLIA - SOPHIE - AMaLIA - SOPHIE - SISTEMA SURROUND WIRELESS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62010 - Actividades de programacao informatica,,29-Dez-11,141189,90435,508235952
22949,SKYSOFT PORTUGAL - SOFTWARE E TECNOLOGIAS DE INFORMAcaO SA,SIMOVER,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,29-Dez-11,364861,139746,504076418
22810,"NSEC - SISTEMAS INFORMaTICOS, SA",ANUBIS - NG - ANUBIS - NEW GENERATION,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Amadora,Lisboa,Servicos,62010 - Actividades de programacao informatica,,29-Dez-11,678056,345006,507524845
22808,"TENSATOR, SA",ANALYZER - ANALYSER - FERRAMENTA DE ANaLISE E GESTaO DE SISTEMAS DE ATENDIMENTO,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,29-Dez-11,246216,98059,504983474
22844,"FISIPE - FIBRAS SINTeTICAS DE PORTUGAL, SA",STRATEGICARBON - DESENVOLVIMENTO DE PRECURSORES DE FIBRAS DE CARBONO PARA APLICAcoES ESTRATeGICAS NA EUROPA,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Barreiro,Lisboa,Industria,20600 - Fabricacao de fibras sinteticas ou artificiais,,29-Dez-11,804576,398465,500116822
22838,"LEADERSHIP BUSINESS CONSULTING - CONSULTORIA E SERVIcOS, SA",SSC - SUSTAINABILITY SCORECARD,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,"74900 - Outras actividades de consultoria, cientificas, tecnicas e similares, ne",,29-Dez-11,535533,353475,505355108
22878,"MILESTONE CONSULTING, SA",MWA - MILESTONE WEB ACCESS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Amadora,Lisboa,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,29-Dez-11,237956,110626,509459838
22863,"WS ENERGIA, LDA",REMOTEPV - CONCEPTUALIZAcaO E DESENVOLVIMENTO DE PRODUTOS E PROCESSOS INOVADORES PARA SISTEMAS DE ENERGIA SOLAR EM PAiSES EM DESENVOLVIMENTO,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Oeiras,Lisboa,Industria,"27110 - Fabricacao de motores, geradores e transformadores electricos",,29-Dez-11,113840,72462,507859146
22893,"COLLAB - SOLUcoES INFORMaTICAS DE COMUNICAcaO E COLABORAcaO, SA",NUBITALK,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,29-Dez-11,1144229,359968,503476749
